Indicator,Group,State,Subgroup,Phase,Time Period,Time Period Label,Time Period Start Date,Time Period End Date,MH_Care_Value,LowCI,HighCI,Confidence Interval,Quartile Range,Suppression Flag
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By Disability status,United States,With disability,3.1,31,"May 26 - Jun 7, 2021",05/26/2021,06/07/2021,45.6,,,,,
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By Disability status,United States,Without disability,3.1,31,"May 26 - Jun 7, 2021",05/26/2021,06/07/2021,21.5,,,,,
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By Disability status,United States,With disability,3.1,31,"May 26 - Jun 7, 2021",05/26/2021,06/07/2021,21.5,,,,,
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By Disability status,United States,Without disability,3.1,31,"May 26 - Jun 7, 2021",05/26/2021,06/07/2021,8.1,,,,,
"Took Prescription Medication for Mental Health, Last 4 Weeks",By Disability status,United States,With disability,3.1,32,"Jun 9 - Jun 21, 2021",06/09/2021,06/21/2021,44.1,,,,,
"Took Prescription Medication for Mental Health, Last 4 Weeks",By Disability status,United States,Without disability,3.1,32,"Jun 9 - Jun 21, 2021",06/09/2021,06/21/2021,17.5,,,,,
"Received Counseling or Therapy, Last 4 Weeks",By Disability status,United States,With disability,3.1,32,"Jun 9 - Jun 21, 2021",06/09/2021,06/21/2021,21.1,,,,,
"Received Counseling or Therapy, Last 4 Weeks",By Disability status,United States,Without disability,3.1,32,"Jun 9 - Jun 21, 2021",06/09/2021,06/21/2021,8,,,,,
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By Disability status,United States,With disability,3.1,32,"Jun 9 - Jun 21, 2021",06/09/2021,06/21/2021,47.9,,,,,
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By Disability status,United States,Without disability,3.1,32,"Jun 9 - Jun 21, 2021",06/09/2021,06/21/2021,20.6,,,,,
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By Disability status,United States,With disability,3.1,32,"Jun 9 - Jun 21, 2021",06/09/2021,06/21/2021,22.4,,,,,
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By Disability status,United States,Without disability,3.1,32,"Jun 9 - Jun 21, 2021",06/09/2021,06/21/2021,7.9,,,,,
"Took Prescription Medication for Mental Health, Last 4 Weeks",By Disability status,United States,With disability,3.1,33,"Jun 23 - Jul 5, 2021",06/23/2021,07/05/2021,40.9,,,,,
"Took Prescription Medication for Mental Health, Last 4 Weeks",By Disability status,United States,Without disability,3.1,33,"Jun 23 - Jul 5, 2021",06/23/2021,07/05/2021,18,,,,,
"Received Counseling or Therapy, Last 4 Weeks",By Disability status,United States,With disability,3.1,33,"Jun 23 - Jul 5, 2021",06/23/2021,07/05/2021,21.9,,,,,
"Received Counseling or Therapy, Last 4 Weeks",By Disability status,United States,Without disability,3.1,33,"Jun 23 - Jul 5, 2021",06/23/2021,07/05/2021,8.9,,,,,
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By Disability status,United States,With disability,3.1,33,"Jun 23 - Jul 5, 2021",06/23/2021,07/05/2021,46.4,,,,,
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By Disability status,United States,Without disability,3.1,33,"Jun 23 - Jul 5, 2021",06/23/2021,07/05/2021,21.5,,,,,
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By Disability status,United States,With disability,3.1,33,"Jun 23 - Jul 5, 2021",06/23/2021,07/05/2021,22.7,,,,,
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By Disability status,United States,Without disability,3.1,33,"Jun 23 - Jul 5, 2021",06/23/2021,07/05/2021,8.3,,,,,
"Took Prescription Medication for Mental Health, Last 4 Weeks",By Disability status,United States,With disability,3.2,34,"Jul 21 - Aug 2, 2021",07/21/2021,08/02/2021,44.3,,,,,
"Took Prescription Medication for Mental Health, Last 4 Weeks",By Disability status,United States,Without disability,3.2,34,"Jul 21 - Aug 2, 2021",07/21/2021,08/02/2021,18.9,,,,,
"Received Counseling or Therapy, Last 4 Weeks",By Disability status,United States,With disability,3.2,34,"Jul 21 - Aug 2, 2021",07/21/2021,08/02/2021,21.1,,,,,
"Received Counseling or Therapy, Last 4 Weeks",By Disability status,United States,Without disability,3.2,34,"Jul 21 - Aug 2, 2021",07/21/2021,08/02/2021,9.1,,,,,
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By Disability status,United States,With disability,3.2,34,"Jul 21 - Aug 2, 2021",07/21/2021,08/02/2021,47.7,,,,,
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By Disability status,United States,Without disability,3.2,34,"Jul 21 - Aug 2, 2021",07/21/2021,08/02/2021,22.4,,,,,
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By Disability status,United States,With disability,3.2,34,"Jul 21 - Aug 2, 2021",07/21/2021,08/02/2021,26.1,,,,,
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By Disability status,United States,Without disability,3.2,34,"Jul 21 - Aug 2, 2021",07/21/2021,08/02/2021,9.1,,,,,
"Took Prescription Medication for Mental Health, Last 4 Weeks",By Disability status,United States,With disability,3.2,35,"Aug 4 - Aug 16, 2021",08/04/2021,08/16/2021,42.2,,,,,
"Took Prescription Medication for Mental Health, Last 4 Weeks",By Disability status,United States,Without disability,3.2,35,"Aug 4 - Aug 16, 2021",08/04/2021,08/16/2021,19.1,,,,,
"Received Counseling or Therapy, Last 4 Weeks",By Disability status,United States,With disability,3.2,35,"Aug 4 - Aug 16, 2021",08/04/2021,08/16/2021,18.3,,,,,
"Received Counseling or Therapy, Last 4 Weeks",By Disability status,United States,Without disability,3.2,35,"Aug 4 - Aug 16, 2021",08/04/2021,08/16/2021,8.9,,,,,
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By Disability status,United States,With disability,3.2,35,"Aug 4 - Aug 16, 2021",08/04/2021,08/16/2021,45.9,,,,,
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By Disability status,United States,Without disability,3.2,35,"Aug 4 - Aug 16, 2021",08/04/2021,08/16/2021,22.8,,,,,
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By Disability status,United States,With disability,3.2,35,"Aug 4 - Aug 16, 2021",08/04/2021,08/16/2021,23.4,,,,,
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By Disability status,United States,Without disability,3.2,35,"Aug 4 - Aug 16, 2021",08/04/2021,08/16/2021,8.6,,,,,
"Took Prescription Medication for Mental Health, Last 4 Weeks",By Disability status,United States,With disability,3.2,36,"Aug 18 - Aug 30, 2021",08/18/2021,08/30/2021,41.3,,,,,
"Took Prescription Medication for Mental Health, Last 4 Weeks",By Disability status,United States,Without disability,3.2,36,"Aug 18 - Aug 30, 2021",08/18/2021,08/30/2021,18.2,,,,,
"Received Counseling or Therapy, Last 4 Weeks",By Disability status,United States,With disability,3.2,36,"Aug 18 - Aug 30, 2021",08/18/2021,08/30/2021,18.6,,,,,
"Received Counseling or Therapy, Last 4 Weeks",By Disability status,United States,Without disability,3.2,36,"Aug 18 - Aug 30, 2021",08/18/2021,08/30/2021,8.8,,,,,
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By Disability status,United States,With disability,3.2,36,"Aug 18 - Aug 30, 2021",08/18/2021,08/30/2021,44.6,,,,,
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By Disability status,United States,Without disability,3.2,36,"Aug 18 - Aug 30, 2021",08/18/2021,08/30/2021,21.9,,,,,
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By Disability status,United States,With disability,3.2,36,"Aug 18 - Aug 30, 2021",08/18/2021,08/30/2021,25.4,,,,,
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By Disability status,United States,Without disability,3.2,36,"Aug 18 - Aug 30, 2021",08/18/2021,08/30/2021,9,,,,,
"Took Prescription Medication for Mental Health, Last 4 Weeks",By Disability status,United States,With disability,3.2,37,"Sep 1 - Sep 13, 2021",09/01/2021,09/13/2021,44.1,,,,,
"Took Prescription Medication for Mental Health, Last 4 Weeks",By Disability status,United States,Without disability,3.2,37,"Sep 1 - Sep 13, 2021",09/01/2021,09/13/2021,18.8,,,,,
"Received Counseling or Therapy, Last 4 Weeks",By Disability status,United States,With disability,3.2,37,"Sep 1 - Sep 13, 2021",09/01/2021,09/13/2021,19.5,,,,,
"Received Counseling or Therapy, Last 4 Weeks",By Disability status,United States,Without disability,3.2,37,"Sep 1 - Sep 13, 2021",09/01/2021,09/13/2021,8.8,,,,,
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By Disability status,United States,With disability,3.2,37,"Sep 1 - Sep 13, 2021",09/01/2021,09/13/2021,48.1,,,,,
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By Disability status,United States,Without disability,3.2,37,"Sep 1 - Sep 13, 2021",09/01/2021,09/13/2021,22.2,,,,,
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By Disability status,United States,With disability,3.2,37,"Sep 1 - Sep 13, 2021",09/01/2021,09/13/2021,26.1,,,,,
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By Disability status,United States,Without disability,3.2,37,"Sep 1 - Sep 13, 2021",09/01/2021,09/13/2021,9,,,,,
"Took Prescription Medication for Mental Health, Last 4 Weeks",By Disability status,United States,With disability,3.2,38,"Sep 15 - Sep 27, 2021",09/15/2021,09/27/2021,40.7,,,,,
"Took Prescription Medication for Mental Health, Last 4 Weeks",By Disability status,United States,Without disability,3.2,38,"Sep 15 - Sep 27, 2021",09/15/2021,09/27/2021,19.4,,,,,
"Received Counseling or Therapy, Last 4 Weeks",By Disability status,United States,With disability,3.2,38,"Sep 15 - Sep 27, 2021",09/15/2021,09/27/2021,18.8,,,,,
"Received Counseling or Therapy, Last 4 Weeks",By Disability status,United States,Without disability,3.2,38,"Sep 15 - Sep 27, 2021",09/15/2021,09/27/2021,8.8,,,,,
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By Disability status,United States,With disability,3.2,38,"Sep 15 - Sep 27, 2021",09/15/2021,09/27/2021,44.7,,,,,
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By Disability status,United States,Without disability,3.2,38,"Sep 15 - Sep 27, 2021",09/15/2021,09/27/2021,22.9,,,,,
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By Disability status,United States,With disability,3.2,38,"Sep 15 - Sep 27, 2021",09/15/2021,09/27/2021,26.1,,,,,
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By Disability status,United States,Without disability,3.2,38,"Sep 15 - Sep 27, 2021",09/15/2021,09/27/2021,9.2,,,,,
"Took Prescription Medication for Mental Health, Last 4 Weeks",By Disability status,United States,With disability,3.2,39,"Sep 29 - Oct 11, 2021",09/29/2021,10/11/2021,42.6,,,,,
"Took Prescription Medication for Mental Health, Last 4 Weeks",By Disability status,United States,Without disability,3.2,39,"Sep 29 - Oct 11, 2021",09/29/2021,10/11/2021,19,,,,,
"Received Counseling or Therapy, Last 4 Weeks",By Disability status,United States,With disability,3.2,39,"Sep 29 - Oct 11, 2021",09/29/2021,10/11/2021,17.4,,,,,
"Received Counseling or Therapy, Last 4 Weeks",By Disability status,United States,Without disability,3.2,39,"Sep 29 - Oct 11, 2021",09/29/2021,10/11/2021,9.1,,,,,
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By Disability status,United States,With disability,3.2,39,"Sep 29 - Oct 11, 2021",09/29/2021,10/11/2021,46.4,,,,,
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By Disability status,United States,Without disability,3.2,39,"Sep 29 - Oct 11, 2021",09/29/2021,10/11/2021,22.6,,,,,
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By Disability status,United States,With disability,3.2,39,"Sep 29 - Oct 11, 2021",09/29/2021,10/11/2021,22.1,,,,,
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By Disability status,United States,Without disability,3.2,39,"Sep 29 - Oct 11, 2021",09/29/2021,10/11/2021,9.1,,,,,
"Took Prescription Medication for Mental Health, Last 4 Weeks",By Disability status,United States,With disability,3.3,40,"Dec 1 - Dec 13, 2021",12/01/2021,12/13/2021,42.3,,,,,
"Took Prescription Medication for Mental Health, Last 4 Weeks",By Disability status,United States,Without disability,3.3,40,"Dec 1 - Dec 13, 2021",12/01/2021,12/13/2021,18.8,,,,,
"Received Counseling or Therapy, Last 4 Weeks",By Disability status,United States,With disability,3.3,40,"Dec 1 - Dec 13, 2021",12/01/2021,12/13/2021,17.6,,,,,
"Received Counseling or Therapy, Last 4 Weeks",By Disability status,United States,Without disability,3.3,40,"Dec 1 - Dec 13, 2021",12/01/2021,12/13/2021,9,,,,,
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By Disability status,United States,With disability,3.3,40,"Dec 1 - Dec 13, 2021",12/01/2021,12/13/2021,45.6,,,,,
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By Disability status,United States,Without disability,3.3,40,"Dec 1 - Dec 13, 2021",12/01/2021,12/13/2021,22.3,,,,,
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By Disability status,United States,With disability,3.3,40,"Dec 1 - Dec 13, 2021",12/01/2021,12/13/2021,24.3,,,,,
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By Disability status,United States,Without disability,3.3,40,"Dec 1 - Dec 13, 2021",12/01/2021,12/13/2021,9.1,,,,,
"Took Prescription Medication for Mental Health, Last 4 Weeks",By Disability status,United States,With disability,3.3,41,"Dec 29, 2021 - Jan 10, 2022",12/29/2021,01/10/2022,41.7,,,,,
"Took Prescription Medication for Mental Health, Last 4 Weeks",By Disability status,United States,Without disability,3.3,41,"Dec 29, 2021 - Jan 10, 2022",12/29/2021,01/10/2022,19.2,,,,,
"Received Counseling or Therapy, Last 4 Weeks",By Disability status,United States,With disability,3.3,41,"Dec 29, 2021 - Jan 10, 2022",12/29/2021,01/10/2022,18.9,,,,,
"Received Counseling or Therapy, Last 4 Weeks",By Disability status,United States,Without disability,3.3,41,"Dec 29, 2021 - Jan 10, 2022",12/29/2021,01/10/2022,9.3,,,,,
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By Disability status,United States,With disability,3.3,41,"Dec 29, 2021 - Jan 10, 2022",12/29/2021,01/10/2022,45,,,,,
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By Disability status,United States,Without disability,3.3,41,"Dec 29, 2021 - Jan 10, 2022",12/29/2021,01/10/2022,22.9,,,,,
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By Disability status,United States,With disability,3.3,41,"Dec 29, 2021 - Jan 10, 2022",12/29/2021,01/10/2022,24.3,,,,,
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By Disability status,United States,Without disability,3.3,41,"Dec 29, 2021 - Jan 10, 2022",12/29/2021,01/10/2022,9.3,,,,,
"Took Prescription Medication for Mental Health, Last 4 Weeks",By Disability status,United States,With disability,3.3,42,"Jan 26 - Feb 7, 2022",01/26/2022,02/07/2022,42,,,,,
"Took Prescription Medication for Mental Health, Last 4 Weeks",By Disability status,United States,Without disability,3.3,42,"Jan 26 - Feb 7, 2022",01/26/2022,02/07/2022,18.9,,,,,
"Received Counseling or Therapy, Last 4 Weeks",By Disability status,United States,With disability,3.3,42,"Jan 26 - Feb 7, 2022",01/26/2022,02/07/2022,20.3,,,,,
"Received Counseling or Therapy, Last 4 Weeks",By Disability status,United States,Without disability,3.3,42,"Jan 26 - Feb 7, 2022",01/26/2022,02/07/2022,8.9,,,,,
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By Disability status,United States,With disability,3.3,42,"Jan 26 - Feb 7, 2022",01/26/2022,02/07/2022,45.8,,,,,
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By Disability status,United States,Without disability,3.3,42,"Jan 26 - Feb 7, 2022",01/26/2022,02/07/2022,22.4,,,,,
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By Disability status,United States,With disability,3.3,42,"Jan 26 - Feb 7, 2022",01/26/2022,02/07/2022,24.4,,,,,
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By Disability status,United States,Without disability,3.3,42,"Jan 26 - Feb 7, 2022",01/26/2022,02/07/2022,9,,,,,
"Took Prescription Medication for Mental Health, Last 4 Weeks",By Disability status,United States,With disability,3.4,43,"Mar 2 - Mar 14, 2022",03/02/2022,03/14/2022,42.7,,,,,
"Took Prescription Medication for Mental Health, Last 4 Weeks",By Disability status,United States,Without disability,3.4,43,"Mar 2 - Mar 14, 2022",03/02/2022,03/14/2022,18.8,,,,,
"Received Counseling or Therapy, Last 4 Weeks",By Disability status,United States,With disability,3.4,43,"Mar 2 - Mar 14, 2022",03/02/2022,03/14/2022,20.8,,,,,
"Received Counseling or Therapy, Last 4 Weeks",By Disability status,United States,Without disability,3.4,43,"Mar 2 - Mar 14, 2022",03/02/2022,03/14/2022,9.8,,,,,
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By Disability status,United States,With disability,3.4,43,"Mar 2 - Mar 14, 2022",03/02/2022,03/14/2022,46.6,,,,,
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By Disability status,United States,Without disability,3.4,43,"Mar 2 - Mar 14, 2022",03/02/2022,03/14/2022,22.7,,,,,
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By Disability status,United States,With disability,3.4,43,"Mar 2 - Mar 14, 2022",03/02/2022,03/14/2022,24.5,,,,,
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By Disability status,United States,Without disability,3.4,43,"Mar 2 - Mar 14, 2022",03/02/2022,03/14/2022,9.5,,,,,
"Took Prescription Medication for Mental Health, Last 4 Weeks",By Disability status,United States,With disability,3.4,44,"Mar 30 - Apr 11, 2022",03/30/2022,04/11/2022,45.8,,,,,
"Took Prescription Medication for Mental Health, Last 4 Weeks",By Disability status,United States,Without disability,3.4,44,"Mar 30 - Apr 11, 2022",03/30/2022,04/11/2022,19.9,,,,,
"Received Counseling or Therapy, Last 4 Weeks",By Disability status,United States,With disability,3.4,44,"Mar 30 - Apr 11, 2022",03/30/2022,04/11/2022,20.8,,,,,
"Received Counseling or Therapy, Last 4 Weeks",By Disability status,United States,Without disability,3.4,44,"Mar 30 - Apr 11, 2022",03/30/2022,04/11/2022,9.4,,,,,
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By Disability status,United States,With disability,3.4,44,"Mar 30 - Apr 11, 2022",03/30/2022,04/11/2022,49.5,,,,,
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By Disability status,United States,Without disability,3.4,44,"Mar 30 - Apr 11, 2022",03/30/2022,04/11/2022,23.5,,,,,
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By Disability status,United States,With disability,3.4,44,"Mar 30 - Apr 11, 2022",03/30/2022,04/11/2022,25.7,,,,,
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By Disability status,United States,Without disability,3.4,44,"Mar 30 - Apr 11, 2022",03/30/2022,04/11/2022,9.1,,,,,
"Took Prescription Medication for Mental Health, Last 4 Weeks",By Disability status,United States,With disability,3.4,45,"Apr 27 - May 9, 2022",04/27/2022,05/09/2022,43.4,,,,,
"Took Prescription Medication for Mental Health, Last 4 Weeks",By Disability status,United States,Without disability,3.4,45,"Apr 27 - May 9, 2022",04/27/2022,05/09/2022,19.5,,,,,
"Received Counseling or Therapy, Last 4 Weeks",By Disability status,United States,With disability,3.4,45,"Apr 27 - May 9, 2022",04/27/2022,05/09/2022,19,,,,,
"Received Counseling or Therapy, Last 4 Weeks",By Disability status,United States,Without disability,3.4,45,"Apr 27 - May 9, 2022",04/27/2022,05/09/2022,9.9,,,,,
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By Disability status,United States,With disability,3.4,45,"Apr 27 - May 9, 2022",04/27/2022,05/09/2022,46.4,,,,,
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By Disability status,United States,Without disability,3.4,45,"Apr 27 - May 9, 2022",04/27/2022,05/09/2022,23.3,,,,,
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By Disability status,United States,With disability,3.4,45,"Apr 27 - May 9, 2022",04/27/2022,05/09/2022,25.3,,,,,
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By Disability status,United States,Without disability,3.4,45,"Apr 27 - May 9, 2022",04/27/2022,05/09/2022,9.1,,,,,
